Subject,Filename,Onset,Apex,Offset,AU,Expression type,Objective class
spNO.3,c,2353,2376,2395,14,Macro-expression,VII
spNO.215,m,2724,2734,2753,24,Macro-expression,VII
spNO.192,j,1749,1769,1799,1,Macro-expression,V
spNO.162,a,7,34,72,24+14,Macro-expression,VII
spNO.207,b,823,842,909,24,Macro-expression,VII
spNO.4,e,27,41,70,17+24,Macro-expression,III
spNO.181,c,1509,1537,1609,2+1,Macro-expression,II
spNO.217,e,1513,1548,1598,14,Macro-expression,VII
spNO.189,g,1719,1727,1779,4,Micro-expression,III
spNO.160,g,854,864,907,4,Macro-expression,III
spNO.150,d,1557,1579,1610,14,Macro-expression,VII
spNO.179,i,3374,3386,3417,15,Macro-expression,V
spNO.182,e,421,452,578,6+4,Macro-expression,VII
spNO.203,h,62,86,192,T24+B22+17,Macro-expression,VII
spNO.169,m,817,825,846,4,Micro-expression,III
spNO.200,i,3177,3250,3385,14,Macro-expression,VII
spNO.170,m,2678,2703,2774,14,Macro-expression,VII
spNO.215,j,716,733,775,4+23,Macro-expression,VII
spNO.216,b,1157,1242,1269,38,Macro-expression,VII
spNO.14,l,2181,2194,2223,L14,Macro-expression,VII
spNO.149,m,2721,2772,2824,12,Macro-expression,I
spNO.207,a,382,393,430,4,Macro-expression,III
spNO.77,c,66,204,333,4,Macro-expression,III
spNO.2,h,1386,1430,1553,14,Macro-expression,VII
spNO.215,i,777,787,808,17,Macro-expression,VII
spNO.42,j,1248,1265,1320,14,Macro-expression,VII
spNO.202,f,45,52,60,16,Micro-expression,VII
spNO.215,f,1706,1721,1763,14,Macro-expression,VII
spNO.3,e,1353,1360,1371,24,Micro-expression,VII
spNO.142,j,709,728,754,12,Macro-expression,I
spNO.142,m,2231,2236,2253,L14,Micro-expression,VII
spNO.186,c,2160,2299,2542,16+4+10+4,Macro-expression,VII
spNO.8,k,1592,1602,1687,24+14,Macro-expression,VII
spNO.181,j,758,772,804,14+2+1,Macro-expression,VII
spNO.186,c,90,147,218,4+6+1,Macro-expression,VII
spNO.147,k,586,606,699,4,Macro-expression,III
spNO.40,h,702,780,1072,16+14,Macro-expression,VII
spNO.8,h,2099,2111,2115,14+24,Macro-expression,VII
spNO.152,e,1220,1236,1296,14+24,Macro-expression,VII
spNO.144,h,2049,2060,2092,38,Macro-expression,VII
spNO.146,e,2614,2813,3084,4,Macro-expression,III
spNO.179,d,2383,2432,3564,10+9+6+4+15,Macro-expression,VII
spNO.157,j,992,1050,1300,14+12,Macro-expression,VII
spNO.13,e,485,496,516,4,Macro-expression,III
spNO.162,i,4177,4184,4192,4,Micro-expression,III
spNO.166,k,23,86,177,2+1,Macro-expression,II
spNO.169,c,1019,1038,1087,R2,Macro-expression,VII
spNO.183,c,974,1417,2510,4,Macro-expression,III
spNO.11,h,1829,1853,1896,14,Macro-expression,VII
spNO.153,e,2567,2586,2976,4,Macro-expression,III
spNO.149,e,1042,1088,1163,14,Macro-expression,VII
spNO.169,g,298,320,393,R2+4,Macro-expression,VII
spNO.210,k,2352,2370,2761,12,Macro-expression,I
spNO.160,g,963,1114,1325,14+28+4,Macro-expression,VII
spNO.179,c,22,558,1265,10+4+9,Macro-expression,VII
spNO.174,g,2374,2386,2414,14,Macro-expression,VII
spNO.3,l,2739,2773,2817,38+24,Macro-expression,VII
spNO.169,j,123,129,192,7,Micro-expression,VII
spNO.189,l,1153,1162,1217,14,Macro-expression,VII
spNO.174,k,97,108,135,14,Macro-expression,VII
spNO.184,b,26,41,88,2+1,Macro-expression,II
spNO.42,a,35,60,83,4,Macro-expression,III
spNO.138,c,289,299,305,7,Macro-expression,VII
spNO.197,d,2684,2696,2710,5,Macro-expression,II
spNO.5,e,771,779,796,7,Micro-expression,VII
spNO.167,m,2012,2414,2775,4,Macro-expression,III
spNO.144,d,3426,3458,3524,5,Macro-expression,II
spNO.4,b,269,286,535,4,Macro-expression,III
spNO.150,f,807,818,845,14,Macro-expression,VII
spNO.216,f,937,990,1014,38,Macro-expression,VII
spNO.183,c,38,445,509,4+7+20,Macro-expression,VII
spNO.142,h,823,839,852,14,Macro-expression,VII
spNO.182,l,8,19,47,14,Macro-expression,VII
spNO.162,i,3765,3784,3818,4,Macro-expression,III
spNO.5,j,665,677,695,7,Macro-expression,VII
spNO.153,h,2019,2024,2032,5,Micro-expression,II
spNO.194,e,845,858,901,2+1,Macro-expression,II
spNO.211,l,3025,3054,3114,14,Macro-expression,VII
spNO.215,j,958,972,1001,4+1,Macro-expression,V
spNO.39,a,509,530,1025,15,Macro-expression,V
spNO.4,d,1558,1578,2284,4,Macro-expression,III
spNO.194,j,1633,1647,1675,4,Macro-expression,III
spNO.2,d,2915,2935,2988,38,Macro-expression,VII
spNO.2,d,1101,1107,1129,38,Micro-expression,VII
spNO.163,j,977,1077,1272,28+14+17,Macro-expression,VII
spNO.151,c,489,555,705,7,Macro-expression,VII
spNO.13,e,245,265,284,16+24,Macro-expression,VII
spNO.11,h,2305,2330,2350,14+26,Macro-expression,VII
spNO.189,f,679,685,695,14+9,Micro-expression,VII
spNO.212,f,953,961,1084,R2,Micro-expression,VII
spNO.8,h,1973,1990,2019,14,Macro-expression,VII
spNO.189,j,1952,1974,2002,4+14,Macro-expression,VII
spNO.192,m,145,157,195,14,Macro-expression,VII
spNO.207,l,100,112,122,15,Macro-expression,V
spNO.169,k,2343,2396,2778,R2+4+12,Macro-expression,VII
spNO.176,g,2365,2384,2409,14,Macro-expression,VII
spNO.207,d,565,573,633,38,Micro-expression,VII
spNO.209,h,1987,2002,2026,14,Macro-expression,VII
spNO.144,l,3299,3317,3325,14,Macro-expression,VII
spNO.180,i,2316,2330,2370,2+1,Macro-expression,II
spNO.169,h,8,86,150,R2,Macro-expression,VII
spNO.172,m,1129,1168,1263,12,Macro-expression,I
spNO.153,i,2716,2929,4339,4,Macro-expression,III
spNO.147,d,1146,1150,1163,5,Micro-expression,II
spNO.210,d,2975,2982,3011,14,Micro-expression,VII
spNO.169,e,135,148,199,R2,Macro-expression,VII
spNO.185,a,606,746,775,12,Macro-expression,I
spNO.14,h,882,905,928,38,Macro-expression,VII
spNO.217,g,547,561,589,7+10,Macro-expression,IV
spNO.184,j,643,653,679,2+1,Macro-expression,II
spNO.200,a,66,100,202,4+7+14,Macro-expression,VII
spNO.187,d,4367,4404,4481,T28+14,Macro-expression,VII
spNO.195,i,294,365,438,14+L2+L1,Macro-expression,VII
spNO.194,h,134,145,191,17,Macro-expression,VII
spNO.139,l,463,470,477,4,Micro-expression,III
spNO.203,a,61,74,105,14,Macro-expression,VII
spNO.176,c,3390,3418,3477,14,Macro-expression,VII
spNO.1,h,181,185,194,38,Micro-expression,VII
spNO.215,j,1374,1379,1397,1+4,Micro-expression,V
spNO.187,b,485,502,512,T23+17,Macro-expression,VII
spNO.160,e,113,137,192,14,Macro-expression,VII
spNO.200,g,1942,1947,1961,7,Micro-expression,VII
spNO.212,i,2807,2818,2876,2+1,Macro-expression,II
spNO.212,l,165,175,211,2+1,Macro-expression,II
spNO.148,e,1871,1897,1937,9+23+14,Macro-expression,VII
spNO.206,d,1371,1382,1434,14,Macro-expression,VII
spNO.156,j,1203,1213,1224,12+24,Macro-expression,VII
spNO.171,l,1758,1763,1769,4,Micro-expression,III
spNO.171,m,677,685,723,1,Micro-expression,V
spNO.215,j,463,465,478,4,Micro-expression,III
spNO.189,i,312,329,387,2+1+14,Macro-expression,VII
spNO.14,d,273,388,465,15+43+6+7,Macro-expression,VII
spNO.146,a,530,536,561,24,Micro-expression,VII
spNO.13,m,1630,1640,1662,R14,Macro-expression,VII
spNO.151,e,477,904,1528,4,Macro-expression,III
spNO.160,c,908,919,927,2+1,Macro-expression,II
spNO.215,g,1216,1231,1298,14,Macro-expression,VII
spNO.208,c,1104,1220,1431,R12+4+4,Macro-expression,VII
spNO.157,i,3429,3442,3568,14,Macro-expression,VII
spNO.210,h,3306,3319,3335,38,Macro-expression,VII
spNO.142,a,9,18,30,24+14,Macro-expression,VII
spNO.165,c,2964,2974,2988,10,Macro-expression,IV
spNO.177,d,2018,2034,2064,14,Macro-expression,VII
spNO.195,i,91,135,294,14+2+1,Macro-expression,VII
spNO.203,d,3260,3285,3395,T24+14,Macro-expression,VII
spNO.179,i,1585,2115,3167,10+9+B28+23+14+28,Macro-expression,VII
spNO.179,i,380,447,859,14+4,Macro-expression,VII
spNO.144,i,3995,4008,4047,9+4,Macro-expression,IV
spNO.5,e,84,93,143,1+2,Macro-expression,II
spNO.196,i,1996,2012,2033,14,Macro-expression,VII
spNO.189,g,1655,1665,1686,14,Macro-expression,VII
spNO.151,g,350,382,403,14,Macro-expression,VII
spNO.144,m,1880,1931,1991,14+4,Macro-expression,VII
spNO.195,a,39,73,224,14+12,Macro-expression,VII
spNO.169,b,819,827,868,L14,Micro-expression,VII
spNO.194,c,10,27,41,23+14,Macro-expression,VII
spNO.162,g,59,114,162,14+14,Macro-expression,VII
spNO.208,c,600,614,631,4,Macro-expression,III
spNO.160,l,1278,1284,1291,4,Micro-expression,III
spNO.189,g,40,44,48,9+4,Micro-expression,IV
spNO.160,h,2300,2347,2384,10,Macro-expression,IV
spNO.215,m,573,585,611,14,Macro-expression,VII
spNO.217,a,104,117,124,L10,Macro-expression,IV
spNO.215,h,1964,1990,2047,14+23,Macro-expression,VII
spNO.215,c,1110,1133,1227,14,Macro-expression,VII
spNO.15,g,240,655,2214,4,Macro-expression,III
spNO.216,d,2275,2302,2328,38,Macro-expression,VII
spNO.204,a,606,612,635,4,Micro-expression,III
spNO.177,a,403,426,473,14,Macro-expression,VII
spNO.5,j,73,87,1464,20+12,Macro-expression,VII
spNO.146,b,643,674,758,24,Macro-expression,VII
spNO.174,a,6,19,43,B28+14,Macro-expression,VII
spNO.147,a,222,245,337,28,Macro-expression,VII
spNO.146,m,803,818,838,4,Macro-expression,III
spNO.160,d,2289,2367,2417,14+2+1,Macro-expression,VII
spNO.144,g,1899,1928,1953,14,Macro-expression,VII
spNO.14,h,1906,1916,1952,L14,Macro-expression,VII
spNO.41,k,1609,1682,1991,12,Macro-expression,I
spNO.160,j,1623,1627,1634,4,Micro-expression,III
spNO.171,c,1228,1244,1276,2+1,Macro-expression,II
spNO.175,c,27,37,48,L2,Macro-expression,VII
spNO.208,f,1744,1751,1764,4,Micro-expression,III
spNO.40,e,1985,1998,2019,18,Macro-expression,VII
spNO.179,d,247,330,444,14+5+2+1,Macro-expression,VII
spNO.202,l,7,7,22,14,Micro-expression,VII
spNO.176,i,3868,3926,3999,14,Macro-expression,VII
spNO.40,e,1812,1824,1845,18,Micro-expression,VII
spNO.167,e,139,226,314,28+14+2+1,Macro-expression,VII
spNO.175,b,415,490,522,7,Macro-expression,VII
spNO.14,J,1012,1019,1038,14,Micro-expression,VII
spNO.185,a,339,383,452,14+12,Macro-expression,VII
spNO.182,k,7,40,139,14+12,Macro-expression,VII
spNO.40,f,1061,1079,1094,17,Macro-expression,VII
spNO.179,i,1030,1077,1108,4+2+1,Macro-expression,VI
spNO.194,e,2102,2112,2121,2+1,Macro-expression,II
spNO.213,d,3795,3839,3906,14,Macro-expression,VII
spNO.208,i,3385,3522,3532,4,Macro-expression,III
spNO.163,d,3876,3893,3948,38,Macro-expression,VII
spNO.157,b,185,252,523,4,Macro-expression,III
spNO.165,c,2993,3073,3291,28+14+2+1+4,Macro-expression,VII
spNO.182,j,1887,1938,1991,17,Macro-expression,VII
spNO.189,g,1868,1883,1915,14+9+4,Macro-expression,VII
spNO.13,j,523,534,540,7+4,Macro-expression,III
spNO.165,l,263,748,1048,4+L10+28+14,Macro-expression,VII
spNO.179,i,103,118,134,2+1,Macro-expression,II
spNO.7,a,249,313,402,12+38,Macro-expression,VII
spNO.7,c,208,229,240,4,Macro-expression,III
spNO.42,d,3492,3505,3532,4,Macro-expression,III
spNO.14,d,83,115,138,14,Macro-expression,VII
spNO.189,h,1643,1658,1707,14+9,Macro-expression,VII
spNO.163,d,2808,2839,2898,38,Macro-expression,VII
spNO.4,h,67,173,313,4,Macro-expression,III
spNO.165,c,2110,2134,2187,14,Macro-expression,VII
spNO.149,b,72,86,128,24+14,Macro-expression,VII
spNO.181,b,79,105,131,14,Macro-expression,VII
spNO.145,e,22,37,74,26+25+24+14,Macro-expression,VII
spNO.202,i,1994,2006,2041,2+1,Macro-expression,II
spNO.190,i,47,57,89,38,Macro-expression,VII
spNO.77,f,1963,1975,1999,14,Macro-expression,VII
spNO.2,d,1806,1825,1858,38,Macro-expression,VII
spNO.160,d,2733,2772,2937,2+1+26+25,Macro-expression,VII
spNO.7,k,1951,1968,1983,12,Macro-expression,I
spNO.10,d,162,164,165,5,Micro-expression,II
spNO.152,e,303,326,357,14,Macro-expression,VII
spNO.160,j,590,661,750,12+6+4,Macro-expression,VII
spNO.186,k,2604,2636,2681,12+6,Macro-expression,I
spNO.172,d,232,259,295,14,Macro-expression,VII
spNO.149,j,632,655,676,R12,Macro-expression,I
spNO.144,h,756,765,791,4,Macro-expression,III
spNO.169,e,452,498,527,9+4+10+7+L20,Macro-expression,VII
spNO.145,d,1408,1422,1447,14,Macro-expression,VII
spNO.200,f,512,532,588,10,Macro-expression,IV
spNO.40,g,656,667,726,1+2,Macro-expression,II
spNO.181,d,647,739,812,28,Macro-expression,VII
spNO.42,d,1123,1142,1174,24,Macro-expression,VII
spNO.204,e,2718,2861,3085,4,Macro-expression,III
spNO.4,h,2060,2289,2784,4,Macro-expression,III
spNO.186,c,1840,1885,1971,14,Macro-expression,VII
spNO.152,i,2198,2215,2239,28+14,Macro-expression,VII
spNO.160,d,4152,4167,4221,14,Macro-expression,VII
spNO.184,f,591,619,645,L7,Macro-expression,VII
spNO.190,k,5,35,74,14+2+1,Macro-expression,VII
spNO.146,m,514,564,618,14,Macro-expression,VII
spNO.158,k,2754,2765,2776,14,Macro-expression,VII
spNO.2,d,2376,2388,2424,38,Macro-expression,VII
spNO.151,j,946,1157,1514,14+12+28,Macro-expression,VII
spNO.210,d,4099,4106,4134,38,Micro-expression,VII
spNO.7,b,109,258,294,12+5,Macro-expression,VII
spNO.215,j,1019,1058,1121,1+14,Macro-expression,VII
spNO.210,a,438,467,508,38,Macro-expression,VII
spNO.194,f,443,462,507,24+14,Macro-expression,VII
spNO.40,i,2771,2777,2804,22,Micro-expression,VII
spNO.184,k,1478,1517,1668,2+1,Macro-expression,II
spNO.195,j,12,39,117,12+6+14+9,Macro-expression,VII
spNO.216,l,2094,2125,2155,38,Macro-expression,VII
spNO.189,g,50,55,59,9+4,Micro-expression,IV
spNO.169,h,841,852,865,L1+L2,Macro-expression,II
spNO.161,g,899,915,929,7,Macro-expression,VII
spNO.12,c,404,446,489,10+15+4,Macro-expression,VII
spNO.14,i,1563,1590,1642,14,Macro-expression,VII
spNO.198,g,5,1871,2741,4,Macro-expression,III
spNO.196,m,2691,2711,2721,L20,Macro-expression,VI
spNO.207,m,26,34,48,24+T18+16,Micro-expression,VII
spNO.179,g,528,554,591,L14,Macro-expression,VII
spNO.217,a,233,241,262,1+2,Micro-expression,II
spNO.182,d,2626,2687,2852,28+14,Macro-expression,VII
spNO.4,d,2315,2326,2532,4,Macro-expression,III
spNO.40,c,417,444,743,17,Macro-expression,VII
spNO.151,c,1471,1521,1606,14,Macro-expression,VII
spNO.140,d,672,691,719,R12,Macro-expression,I
spNO.146,f,877,922,1085,R14,Macro-expression,VII
spNO.153,d,3711,3737,3823,4,Macro-expression,III
spNO.17,c,406,422,472,2+1,Macro-expression,II
spNO.3,g,229,254,287,38,Macro-expression,VII
spNO.171,d,2163,2170,2178,4,Micro-expression,III
spNO.39,g,50,64,101,4,Macro-expression,III
spNO.40,e,1731,1736,1749,L14,Micro-expression,VII
spNO.12,g,1666,1672,1695,7,Micro-expression,VII
spNO.215,a,600,620,695,R14+1+2,Macro-expression,VII
spNO.142,m,70,102,178,14+28,Macro-expression,VII
spNO.210,e,2005,2027,2054,14,Macro-expression,VII
spNO.144,g,38,51,107,4,Macro-expression,III
spNO.181,g,390,426,584,4,Macro-expression,III
spNO.215,m,1841,1856,1904,1+2,Macro-expression,II
spNO.182,g,2500,2539,2605,28+14,Macro-expression,VII
spNO.139,b,509,521,532,4,Macro-expression,III
spNO.216,d,2478,2512,2537,38,Macro-expression,VII
spNO.171,f,879,888,929,4,Macro-expression,III
spNO.3,h,1588,1612,1646,38,Macro-expression,VII
spNO.215,b,1023,1037,1059,14,Macro-expression,VII
spNO.41,a,935,980,1024,4,Macro-expression,III
spNO.207,c,555,563,586,R14,Micro-expression,VII
spNO.154,i,2868,2953,4336,10+7+4,Macro-expression,IV
spNO.153,m,2345,2416,2893,4,Macro-expression,III
spNO.186,k,1897,1922,1967,12,Macro-expression,I
spNO.142,h,199,223,250,24+R14,Macro-expression,VII
spNO.41,k,442,451,467,5,Macro-expression,II
spNO.210,m,39,74,111,T28,Macro-expression,VII
spNO.1,j,28,33,49,24,Micro-expression,VII
spNO.146,b,15,90,158,14+17,Macro-expression,VII
spNO.147,l,2690,2725,2839,R14+26,Macro-expression,VII
spNO.160,d,1515,1525,1535,4,Macro-expression,III
spNO.152,d,3353,3391,3512,24+14,Macro-expression,VII
spNO.181,d,2520,2532,2597,2+1,Macro-expression,II
spNO.210,e,888,917,1007,12,Macro-expression,I
spNO.148,d,3279,3306,3630,12+15,Macro-expression,VII
spNO.169,b,91,99,188,R2,Micro-expression,VII
spNO.208,d,3511,3539,3671,12,Macro-expression,I
spNO.163,g,1907,1936,2054,38,Macro-expression,VII
spNO.160,f,569,576,586,2+1,Micro-expression,II
spNO.160,j,748,778,871,12,Macro-expression,I
spNO.208,c,636,877,1104,12+4+4+4+4,Macro-expression,VII
spNO.8,l,2433,2455,2491,4+14,Macro-expression,VII
spNO.182,e,153,164,183,17,Macro-expression,VII
spNO.8,i,1823,1830,1856,14,Micro-expression,VII
spNO.12,i,99,109,119,38,Macro-expression,VII
spNO.167,b,114,226,299,4+14+2+1,Macro-expression,VII
spNO.172,h,7,56,206,17+14,Macro-expression,VII
spNO.148,m,120,133,145,2+1,Macro-expression,II
spNO.195,h,741,770,828,14,Macro-expression,VII
spNO.177,i,1268,1298,1335,14,Macro-expression,VII
spNO.184,k,971,983,1047,4,Macro-expression,III
spNO.177,j,1105,1133,1170,6+14,Macro-expression,VII
spNO.171,m,2385,2395,2447,2+1,Macro-expression,II
spNO.142,e,1515,1532,1561,24+14,Macro-expression,VII
spNO.10,k,735,737,743,L2,Micro-expression,VII
spNO.181,h,1723,1735,1783,1,Macro-expression,V
spNO.207,l,3698,3706,3726,4,Micro-expression,III
spNO.169,a,888,902,989,38,Macro-expression,VII
spNO.203,f,1464,1506,1542,28+14,Macro-expression,VII
spNO.150,f,2131,2137,2146,14,Micro-expression,VII
spNO.146,k,1412,1426,1482,24,Macro-expression,VII
spNO.169,g,2024,2037,2058,4,Macro-expression,III
spNO.213,l,3635,3672,3795,14,Macro-expression,VII
spNO.186,d,588,1014,1875,12+15+B28+B28,Macro-expression,VII
spNO.150,l,231,240,252,1,Macro-expression,V
spNO.149,d,713,746,807,14,Macro-expression,VII
spNO.158,d,3347,3351,3399,2+1,Micro-expression,II
spNO.207,e,1203,1224,1269,14,Macro-expression,VII
spNO.198,j,1652,1678,1743,14,Macro-expression,VII
spNO.13,h,2339,2404,2563,14,Macro-expression,VII
spNO.145,h,240,256,272,25+16+24+14+25+16+24+14,Macro-expression,VII
spNO.40,g,1019,1034,1053,L18+R14+10+22+17,Macro-expression,VII
spNO.189,m,916,933,968,14,Macro-expression,VII
spNO.144,g,2664,2708,2724,14,Macro-expression,VII
spNO.142,e,1728,1742,1799,24+14,Macro-expression,VII
spNO.186,c,1600,1626,1687,14,Macro-expression,VII
spNO.153,b,212,265,345,7+14+4,Macro-expression,VII
spNO.148,i,3281,3303,3383,4,Macro-expression,III
spNO.12,m,26,45,85,17+15+38+10+4,Macro-expression,VII
spNO.194,e,671,685,750,2+1,Macro-expression,II
spNO.203,h,1159,1182,1264,14,Macro-expression,VII
spNO.1,a,355,359,360,5,Micro-expression,II
spNO.187,e,5,533,1305,B28+14+17+4+24+14,Macro-expression,VII
spNO.147,m,1840,1845,1982,14,Micro-expression,VII
spNO.181,l,622,650,683,28+14,Macro-expression,VII
spNO.210,b,730,743,1086,12,Macro-expression,I
spNO.158,g,72,88,120,14,Macro-expression,VII
spNO.184,a,745,762,805,24+14+6+4+2+1,Macro-expression,VII
spNO.7,a,40,46,54,4,Micro-expression,III
spNO.192,j,1209,1262,1455,12+28+14,Macro-expression,VII
spNO.169,g,2372,2383,2419,4,Macro-expression,III
spNO.13,e,5,49,114,14,Macro-expression,VII
spNO.8,c,7,7,76,14,Micro-expression,VII
spNO.212,j,1127,1130,1137,L14,Micro-expression,VII
spNO.142,l,1983,1993,2022,24+R14,Macro-expression,VII
spNO.12,l,2846,2872,2892,24,Macro-expression,VII
spNO.146,e,435,467,681,6+10+4+15,Macro-expression,VII
spNO.201,c,1698,1703,1722,2+1,Micro-expression,II
spNO.148,c,927,946,1270,4,Macro-expression,III
spNO.147,j,1146,1156,1171,5,Macro-expression,II
spNO.204,i,247,265,844,4,Macro-expression,III
spNO.207,m,258,1389,2070,4+14+14+14+R14+14,Macro-expression,VII
spNO.142,e,1108,1129,1150,16+24+14,Macro-expression,VII
spNO.194,j,641,666,734,7+4,Macro-expression,III
spNO.213,e,166,184,241,4,Macro-expression,III
spNO.2,b,106,110,149,14,Micro-expression,VII
spNO.151,c,2809,2837,2911,24+14+14,Macro-expression,VII
spNO.148,i,1609,1655,1901,4,Macro-expression,III
spNO.181,i,309,521,903,14+4,Macro-expression,VII
spNO.180,i,474,525,635,4+38,Macro-expression,III
spNO.4,m,1620,1642,2321,4,Macro-expression,III
spNO.171,d,1006,1040,1129,12,Macro-expression,I
spNO.210,f,1021,1035,1072,14,Macro-expression,VII
spNO.7,e,27,841,1457,4,Macro-expression,III
spNO.147,a,596,630,672,14,Macro-expression,VII
spNO.176,l,1085,1133,1174,14,Macro-expression,VII
spNO.217,i,268,279,296,2,Macro-expression,VII
spNO.152,d,1763,1915,2014,24+12+14,Macro-expression,VII
spNO.208,d,2505,2534,2553,R10,Macro-expression,IV
spNO.206,f,784,797,833,14,Macro-expression,VII
spNO.204,a,337,351,367,5,Macro-expression,II
spNO.189,m,94,103,107,9+4,Micro-expression,IV
spNO.197,m,1314,1330,1348,5,Macro-expression,II
spNO.147,l,2733,2755,2880,L10+24+14,Macro-expression,VII
spNO.171,g,1058,1069,1116,1,Macro-expression,V
spNO.210,i,2553,2566,2588,14,Macro-expression,VII
spNO.142,d,1306,1323,1337,24,Macro-expression,VII
spNO.160,l,161,182,307,28+14,Macro-expression,VII
spNO.196,c,8,8,39,14,Micro-expression,VII
spNO.147,j,1458,1470,1502,14,Macro-expression,VII
spNO.171,m,2213,2221,2256,L14,Micro-expression,VII
spNO.142,l,678,687,766,R14,Macro-expression,VII
spNO.176,e,474,546,714,6+4,Macro-expression,VII
spNO.217,g,1155,1168,1175,4+7,Macro-expression,III
spNO.189,j,56,62,65,9,Micro-expression,IV
spNO.150,m,227,276,297,38+14,Macro-expression,VII
spNO.150,j,396,410,451,14,Macro-expression,VII
spNO.197,j,781,790,806,24,Macro-expression,VII
spNO.194,a,561,569,580,17,Micro-expression,VII
spNO.145,j,568,596,649,14,Macro-expression,VII
spNO.145,l,384,406,421,14,Macro-expression,VII
spNO.158,f,49,60,73,2+1,Macro-expression,II
spNO.185,l,781,791,851,14+23,Macro-expression,VII
spNO.174,e,1374,1394,1427,14,Macro-expression,VII
spNO.204,e,468,615,1611,4,Macro-expression,III
spNO.161,k,128,148,171,14,Macro-expression,VII
spNO.13,h,2055,2075,2206,14,Macro-expression,VII
spNO.189,l,625,635,675,14,Macro-expression,VII
spNO.213,k,2462,2467,2495,1,Micro-expression,V
spNO.215,b,42,46,52,4,Micro-expression,III
spNO.210,k,263,272,298,14,Macro-expression,VII
spNO.7,c,382,399,406,4,Macro-expression,III
spNO.158,d,44,77,137,14+2+1,Macro-expression,VII
spNO.177,e,2881,2902,2926,14,Macro-expression,VII
spNO.150,i,2649,2668,2728,14,Macro-expression,VII
spNO.189,e,2275,2286,2301,2+1,Macro-expression,II
spNO.152,e,444,480,716,14,Macro-expression,VII
spNO.157,e,321,372,523,24+14,Macro-expression,VII
spNO.174,i,448,473,602,24,Macro-expression,VII
spNO.11,g,2132,2143,2161,14,Macro-expression,VII
spNO.160,d,542,545,550,17,Micro-expression,VII
spNO.194,k,67,95,171,2+1+14,Macro-expression,VII
spNO.217,d,3094,3103,3116,24,Macro-expression,VII
spNO.210,k,22,63,113,14+38,Macro-expression,VII
spNO.212,f,85,101,148,14,Macro-expression,VII
spNO.176,h,7,18,41,14,Macro-expression,VII
spNO.77,e,2885,3023,3085,4,Macro-expression,III
spNO.181,d,1365,1392,1557,4,Macro-expression,III
spNO.39,k,2434,2474,2554,12+2+1,Macro-expression,VII
spNO.156,b,371,374,378,4,Micro-expression,III
spNO.142,d,1011,1038,1056,24+14,Macro-expression,VII
spNO.177,i,2230,2385,2534,4,Macro-expression,III
spNO.195,i,3045,3055,3127,14,Macro-expression,VII
spNO.176,i,3639,3669,3726,14,Macro-expression,VII
spNO.156,d,1117,1122,1132,2+1,Micro-expression,II
spNO.207,m,92,105,148,14,Macro-expression,VII
spNO.187,b,512,555,583,16+14,Macro-expression,VII
spNO.160,l,2978,2988,3014,14,Macro-expression,VII
spNO.161,c,1562,1580,1643,5+2+1,Macro-expression,VII
spNO.171,m,1865,1872,1888,4,Micro-expression,III
spNO.215,k,2644,2677,2695,1,Macro-expression,V
spNO.187,a,766,851,1024,12,Macro-expression,I
spNO.175,g,329,335,355,2+1+7,Micro-expression,VII
spNO.174,e,2821,2833,2928,14,Macro-expression,VII
spNO.215,g,2057,2096,2224,2+1+14,Macro-expression,VII
spNO.148,c,629,637,662,4,Micro-expression,III
spNO.146,c,2618,2839,3083,10,Macro-expression,IV
spNO.181,i,1730,1755,1780,R14,Macro-expression,VII
spNO.147,j,736,928,1098,R10+4+14,Macro-expression,VII
spNO.42,c,2743,2762,2815,24,Macro-expression,VII
spNO.147,g,159,170,198,14,Macro-expression,VII
spNO.190,i,173,199,230,24,Macro-expression,VII
spNO.13,d,310,361,506,12+6,Macro-expression,I
spNO.145,l,3448,3474,3503,38+14,Macro-expression,VII
spNO.180,b,78,84,94,4,Micro-expression,III
spNO.209,m,63,68,76,24,Micro-expression,VII
spNO.157,l,2849,2875,2935,14,Macro-expression,VII
spNO.213,c,1554,1577,1638,14,Macro-expression,VII
spNO.144,e,20,35,47,14,Macro-expression,VII
spNO.160,i,1337,1351,1365,2+1+18,Macro-expression,VII
spNO.210,l,2696,2706,2752,14,Macro-expression,VII
spNO.169,e,2884,2895,2919,7,Macro-expression,VII
spNO.148,h,1265,1286,1315,4,Macro-expression,III
spNO.39,i,3188,3196,3215,18,Micro-expression,VII
spNO.215,m,33,48,70,4+1,Macro-expression,V
spNO.203,h,2161,2169,2196,17,Micro-expression,VII
spNO.171,e,1469,1479,1488,4,Macro-expression,III
spNO.157,a,296,367,415,10+6+12+14,Macro-expression,VII
spNO.165,m,7,55,103,14+4,Macro-expression,VII
spNO.208,m,1300,1313,1328,4,Macro-expression,III
spNO.39,a,31,45,100,23+14+24,Macro-expression,VII
spNO.160,l,922,936,947,4,Macro-expression,III
spNO.186,c,1506,1526,1597,14,Macro-expression,VII
spNO.157,g,1256,1268,1278,14,Macro-expression,VII
spNO.4,g,2033,2037,2041,17,Micro-expression,VII
spNO.3,l,68,79,127,14,Macro-expression,VII
spNO.166,e,2480,2498,2515,4,Macro-expression,III
spNO.165,k,509,544,642,4,Macro-expression,III
spNO.143,g,996,1015,1077,14,Macro-expression,VII
